OTU_id	lineage	X14	X24	X22	X17	X21	X13	X19	X18	X25	X11	X10	X12	X20	X16	X23	X15
OTU596	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815
OTU605	r__root;p__Arthropoda;c__Chilopoda;o__Scutigeromorpha;f__Scutigeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU607	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0
OTU609	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0
OTU612	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
OTU621	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113
OTU624	r__root;p__Arthropoda;c__Insecta;o__Hemiptera	0	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0
OTU636	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Agromyzidae	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0
OTU639	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0
OTU661	r__root;p__Arthropoda;c__Insecta;o__Diptera	435	0	0	0	0	0	0	0	0	0	0	0	0	1160	0	0
OTU663	r__root;p__Arthropoda;c__Insecta;o__Hymenoptera	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0
OTU669	r__root;p__Arthropoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU672	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Agromyzidae	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
OTU679	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
OTU680	r__root;p__Arthropoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU683	r__root;p__Arthropoda;c__Chilopoda;o__Scutigeromorpha;f__Scutigeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU706	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Anthelidae	0	0	0	0	0	0	0	0	0	58	320	0	0	0	0	0
OTU708	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Bombyliidae	558	0	0	147	0	0	0	0	0	142	0	0	0	0	0	0
OTU712	r__root;p__Arthropoda;c__Chilopoda;o__Scutigeromorpha;f__Scutigeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU713	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	26
OTU732	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0
OTU749	r__root;p__Arthropoda;c__Insecta;o__Neuroptera	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0
OTU773	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530
OTU784	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Anthelidae	0	0	0	0	0	0	0	0	0	41	325	0	0	0	0	0
OTU828	r__root;p__Arthropoda;c__Insecta;o__Hemiptera;f__Cicadellidae	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0
OTU842	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434
OTU847	r__root;p__Arthropoda;c__Insecta;o__Coleoptera;f__Corylophidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU848	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0
